"jlpt_level","word","reading","meanings","action_type","suggested_setting"
"N2","交ぜる","まぜる","to be mixed; to be blended with","state / thought / contextual verb","general dialogue / flexible setting"
"N2","向う","むかう","(v5u) to face; to go towards","state / thought / contextual verb","general dialogue / flexible setting"
"N2","広げる","ひろげる","to spread; to extend; to expand; to enlarge","visible movement","school / library"
"N2","広める","ひろめる","to broaden; to propagate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","攻める","せめる","to attack; to assault","state / thought / contextual verb","general dialogue / flexible setting"
"N2","更ける","ふける","to get late; to advance; to wear on","visible movement","general dialogue / flexible setting"
"N2","絞る","しぼる","to press; to wring; to squeeze","object / interface action","general dialogue / flexible setting"
"N2","耕す","たがやす","to till; to plow; to cultivate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","高める","たかめる","to raise; to lift; to boost","visible movement","general dialogue / flexible setting"
"N2","刻む","きざむ","to mince; to carve; to engrave","state / thought / contextual verb","general dialogue / flexible setting"
"N2","腰掛ける","こしかける","to sit (down)","visible movement","general dialogue / flexible setting"
"N2","恨む","うらむ","to curse; to feel bitter","state / thought / contextual verb","general dialogue / flexible setting"
"N2","混ざる","まざる","to be mixed; to be blended with; to associate with; to mingle with; to join","state / thought / contextual verb","general dialogue / flexible setting"
"N2","混じる","まじる","to be mixed; to be blended with; to associate with","state / thought / contextual verb","general dialogue / flexible setting"
"N2","混ぜる","まぜる","to mix; to stir","state / thought / contextual verb","general dialogue / flexible setting"
"N2","塞がる","ふさがる","to be plugged up; to be shut up","state / thought / contextual verb","general dialogue / flexible setting"
"N2","塞ぐ","ふさぐ","to stop up; to close up; to block (up)","visible movement","home / inn"
"N2","砕く","くだく","to break; to smash","visible movement","general dialogue / flexible setting"
"N2","砕ける","くだける","to break; to be broken","visible movement","general dialogue / flexible setting"
"N2","祭る","まつる","to deify; to enshrine","state / thought / contextual verb","general dialogue / flexible setting"
"N2","載せる","のせる","to place on (something); to take on board; to give a ride","visible movement","station / street / travel"
"N2","載る","のる","to appear (in print); to be recorded","object / interface action","office / workplace"
"N2","在る","ある","to live; to be","state / thought / contextual verb","general dialogue / flexible setting"
"N2","作る/造る","つくる","to make; to create","visible movement","restaurant / kitchen"
"N2","削る","けずる","to cut down little by little; to take a percentage","visible movement","restaurant / kitchen"
"N2","刷る","する","to print","object / interface action","office / workplace"
"N2","擦る","こする","to rub; to chafe; to file; to frost (glass); to strike (match)","state / thought / contextual verb","general dialogue / flexible setting"
"N2","錆びる","さびる","to rust; to become rusty","state / thought / contextual verb","general dialogue / flexible setting"
"N2","撒く","まく","to scatter; to sprinkle; to sow","state / thought / contextual verb","general dialogue / flexible setting"
"N2","散らかす","ちらかす","to scatter around; to leave untidy","visible movement","general dialogue / flexible setting"
"N2","散らかる","ちらかる","to be in disorder; to lie scattered around","social / dialogue action","shop / market"
"N2","散らす","ちらす","to scatter; to disperse; to distribute","state / thought / contextual verb","general dialogue / flexible setting"
"N2","散る","ちる","to fall; to scatter (e.g. blossoms)","visible movement","general dialogue / flexible setting"
"N2","斬る","きる","(v5r) to behead; to murder","state / thought / contextual verb","general dialogue / flexible setting"
"N2","仕上がる","しあがる","to be finished","state / thought / contextual verb","general dialogue / flexible setting"
"N2","刺さる","ささる","to stick; to be stuck","state / thought / contextual verb","general dialogue / flexible setting"
"N2","刺す","さす","to pierce; to stab; to prick; to thrust","state / thought / contextual verb","general dialogue / flexible setting"
"N2","始めに","はじめに","to begin with; first of all","state / thought / contextual verb","general dialogue / flexible setting"
"N2","思い込む","おもいこむ","to be under impression that; to be convinced that","object / interface action","general dialogue / flexible setting"
"N2","思い付く","おもいつく","to think of; to hit upon","visible movement","general dialogue / flexible setting"
"N2","次ぐ","つぐ","to rank next to; to come after","state / thought / contextual verb","general dialogue / flexible setting"
"N2","治す","なおす","to cure; to heal; to fix; to correct; to repair","object / interface action","clinic / emergency"
"N2","治める","おさめる","(1) to govern; to manage; (2) to subdue","state / thought / contextual verb","office / workplace"
"N2","蒔く","まく","to sow (seeds)","state / thought / contextual verb","general dialogue / flexible setting"
"N2","湿る","しめる","to be wet; to become wet; to be damp","state / thought / contextual verb","general dialogue / flexible setting"
"N2","実る","みのる","to bear fruit; to ripen","state / thought / contextual verb","general dialogue / flexible setting"
"N2","写る","うつる","to be photographed; to be projected","state / thought / contextual verb","general dialogue / flexible setting"
"N2","射す","さす","to shine; to strike","state / thought / contextual verb","general dialogue / flexible setting"
"N2","煮える","にえる","to boil; to cook; to be cooked","visible movement","restaurant / kitchen"
"N2","煮る","にる","to boil; to cook","visible movement","restaurant / kitchen"
"N2","酌む","くむ","to serve sake","state / thought / contextual verb","restaurant / kitchen"
"N2","取り出す","とりだす","to take out; to produce; to pick out","visible movement","general dialogue / flexible setting"
"N2","取り消す","とりけす","to cancel","object / interface action","general dialogue / flexible setting"
"N2","取り入れる","とりいれる","to harvest; to take in; to adopt","visible movement","general dialogue / flexible setting"
"N2","受け持つ","うけもつ","to take (be in) charge of","visible movement","general dialogue / flexible setting"
"N2","蹴る","ける","to kick","visible movement","general dialogue / flexible setting"
"N2","重なる","かさなる","to be piled up; lie on top of one another; overlap each other","state / thought / contextual verb","general dialogue / flexible setting"
"N2","重ねる","かさねる","to pile up; to put something on another; to heap up; to add; to repeat","visible movement","restaurant / kitchen"
"N2","縮む","ちぢむ","to shrink; to be contracted","state / thought / contextual verb","general dialogue / flexible setting"
"N2","縮める","ちぢめる","to shorten; to reduce; to boil down; to shrink","state / thought / contextual verb","general dialogue / flexible setting"
"N2","縮れる","ちぢれる","to be wavy; to be curled","state / thought / contextual verb","general dialogue / flexible setting"
"N2","出掛ける","でかける","to depart; to set out; to start; to be going out","state / thought / contextual verb","station / street / travel"
"N2","出迎える","でむかえる","to meet; to greet","social / dialogue action","social encounter"
"N2","出来上がる","できあがる","(1) to be finished; to be ready; by definition; (2) to be very drunk","visible movement","school / library"
"N2","巡る","めぐる","to go around","state / thought / contextual verb","general dialogue / flexible setting"
"N2","助かる","たすかる","to be saved; to be rescued; to survive; to be helpful","social / dialogue action","clinic / emergency"
"N2","承る","うけたまわる","(hum) to hear; to be told; to know","state / thought / contextual verb","general dialogue / flexible setting"
"N2","焦がす","こがす","to burn; to scorch; to singe; to char","visible movement","general dialogue / flexible setting"
"N2","焦げる","こげる","to burn; to be burned","state / thought / contextual verb","general dialogue / flexible setting"
"N2","照らす","てらす","to shine on; to illuminate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","照る","てる","to shine","state / thought / contextual verb","general dialogue / flexible setting"
"N2","上る","のぼる","to ascend; to go up; to climb","visible movement","street / park / outdoors"
"N2","畳む","たたむ","to fold (clothes)","state / thought / contextual verb","general dialogue / flexible setting"
"N2","蒸す","むす","to steam; to poultice; to be sultry","state / thought / contextual verb","general dialogue / flexible setting"
"N2","拭く","ふく","to wipe; to dry","visible movement","general dialogue / flexible setting"
"N2","殖える","ふえる","to increase; to multiply","state / thought / contextual verb","general dialogue / flexible setting"
"N2","殖やす","ふやす","to increase; to add to; to augment","state / thought / contextual verb","general dialogue / flexible setting"
"N2","信ずる","しんずる","to believe; to believe in; to place trust in","visible movement","general dialogue / flexible setting"
"N2","心得る","こころえる","to be informed; to have thorough knowledge","state / thought / contextual verb","general dialogue / flexible setting"
"N2","振舞う","ふるまう","to behave; to conduct oneself; to entertain (vt)","visible movement","general dialogue / flexible setting"
"N2","浸ける","つける","to dip in; to soak","state / thought / contextual verb","general dialogue / flexible setting"
"N2","深まる","ふかまる","to deepen; to heighten; to intensify","state / thought / contextual verb","general dialogue / flexible setting"
"N2","真似る","まねる","to mimic; to imitate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","診る","みる","to examine (medical)","state / thought / contextual verb","clinic / emergency"
"N2","炊く","たく","to boil; to cook","visible movement","restaurant / kitchen"
"N2","澄む","すむ","to clear (e.g. weather); to become transparent","visible movement","restaurant / kitchen"
"N2","整う","ととのう","to be prepared; to be in order; to be put in order; to be arranged","visible movement","shop / market"
"N2","生える","はえる","(1) to grow; to spring up; (2) to cut (teeth)","visible movement","restaurant / kitchen"
"N2","生ずる","しょうずる","to cause; to arise; to be generated","object / interface action","general dialogue / flexible setting"
"N2","生る","なる","to bear fruit","state / thought / contextual verb","general dialogue / flexible setting"
"N2","誓う","ちかう","to swear; to vow; to take an oath; to pledge","visible movement","general dialogue / flexible setting"
"N2","請う","こう","to ask; to request","social / dialogue action","general dialogue / flexible setting"
"N2","静まる","しずまる","to quieten down; to calm down; to subside","state / thought / contextual verb","general dialogue / flexible setting"
"N2","積む","つむ","to pile up; to stack","state / thought / contextual verb","general dialogue / flexible setting"
"N2","接する","せっする","to come in contact with; to connect; to attend; to receive","social / dialogue action","office / workplace"
"N2","占う","うらなう","to forecast; to predict","state / thought / contextual verb","general dialogue / flexible setting"
"N2","尖る","とがる","to taper to a point; to become sharp; to be sour; to look displeased","visible movement","general dialogue / flexible setting"
"N2","扇ぐ","あおぐ","to fan; to flap","state / thought / contextual verb","general dialogue / flexible setting"
"N2","潜る","もぐる","(1) to drive; to pass through; (2) to evade; to hide; (3) to dive (into or under water); to go undergroun","visible movement","station / street / travel"
"N2","煎る","いる","to parch; to fry","state / thought / contextual verb","general dialogue / flexible setting"
"N2","羨む","うらやむ","to envy","state / thought / contextual verb","general dialogue / flexible setting"
"N2","狙う","ねらう","to aim at","state / thought / contextual verb","general dialogue / flexible setting"
"N2","組み立てる","くみたてる","to assemble; to set up; to construct","state / thought / contextual verb","general dialogue / flexible setting"
"N2","蘇る","よみがえる","to be resurrected; to be revived; to be resuscitated; to be rehabilitated","state / thought / contextual verb","general dialogue / flexible setting"
"N2","遡る","さかのぼる","to go back; to go upstream; to make retroactive","state / thought / contextual verb","general dialogue / flexible setting"
"N2","捜す","さがす","to search; to seek; to look for","visible movement","general dialogue / flexible setting"
"N2","掃く","はく","to sweep; to brush; to gather up","state / thought / contextual verb","general dialogue / flexible setting"
"N2","挿す","さす","to insert; to put in; to graft; to wear in belt","visible movement","general dialogue / flexible setting"
"N2","掻く","かく","to scratch; to perspire","state / thought / contextual verb","general dialogue / flexible setting"
"N2","争う","あらそう","to dispute; to argue; to be at variance; to compete","visible movement","general dialogue / flexible setting"
"N2","遭う","あう","to meet; to encounter (undesirable nuance)","social / dialogue action","general dialogue / flexible setting"
"N2","増やす","ふやす","to increase; to add to; to augment","state / thought / contextual verb","general dialogue / flexible setting"
"N2","憎む","にくむ","to hate; to detest","state / thought / contextual verb","general dialogue / flexible setting"
"N2","測る","はかる","to measure; to weigh; to survey","object / interface action","general dialogue / flexible setting"
"N2","足る","たる","to be sufficient; to be enough","state / thought / contextual verb","general dialogue / flexible setting"
"N2","属する","ぞくする","to belong to; to come under; to be affiliated with; to be subject to","state / thought / contextual verb","general dialogue / flexible setting"
"N2","揃う","そろう","to become complete; to be equal; to be all present; to gather","state / thought / contextual verb","general dialogue / flexible setting"
"N2","揃える","そろえる","to put things in order; to arrange; to make uniform; to get something ready","visible movement","shop / market"
"N2","打ち消す","うちけす","to deny; to negate; to contradict","state / thought / contextual verb","general dialogue / flexible setting"
"N2","待ち合わせる","まちあわせる","to rendezvous; to meet at a prearranged place and time","visible movement","general dialogue / flexible setting"
"N2","怠る","おこたる","to neglect; to be off guard; to be feeling better","state / thought / contextual verb","general dialogue / flexible setting"
"N2","退く","どく","(1) to retreat; to recede; to withdraw","visible movement","restaurant / kitchen"
"N2","退ける","どける","to remove; to take away; to dislodge; to put something out of the way","visible movement","general dialogue / flexible setting"
"N2","代える","かえる","to exchange; to interchange; to substitute; to replace","visible movement","shop / market"
"N2","代る","かわる","(v5r; vi) to take the place of; to relieve; to be substituted for","visible movement","general dialogue / flexible setting"
"N2","濁る","にごる","to become muddy; to get impure","state / thought / contextual verb","general dialogue / flexible setting"
"N2","担ぐ","かつぐ","to shoulder; to carry on shoulder","visible movement","general dialogue / flexible setting"
"N2","探る","さぐる","to search; to look for; to sound out","visible movement","general dialogue / flexible setting"
"N2","暖まる","あたたまる","to warm up; to get warm","state / thought / contextual verb","general dialogue / flexible setting"
"N2","暖める","あたためる","to warm; to heat","visible movement","restaurant / kitchen"
"N2","蓄える","たくわえる","to store; to lay in stock","state / thought / contextual verb","general dialogue / flexible setting"
"N2","着ける","つける","(1) to attach; to join; to add; to append","object / interface action","general dialogue / flexible setting"
"N2","着せる","きせる","to put on clothes","visible movement","general dialogue / flexible setting"
"N2","注す","さす","to pour (drink); to serve (drinks)","visible movement","restaurant / kitchen"
"N2","著す","あらわす","to write; to publish","visible movement","school / library"
"N2","張り切る","はりきる","to be in high spirits; to be full of vigor","state / thought / contextual verb","general dialogue / flexible setting"
"N2","彫る","ほる","to carve; to engrave; to sculpture; to chisel","state / thought / contextual verb","general dialogue / flexible setting"
"N2","超える","こえる","to exceed; to cross over; to cross","visible movement","station / street / travel"
"N2","超す","こす","to cross; to pass; to tide over","visible movement","station / street / travel"
"N2","跳ねる","はねる","to jump; to leap","visible movement","street / park / outdoors"
"N2","跳ぶ","とぶ","to jump; to fly; to leap","visible movement","street / park / outdoors"
"N2","長引く","ながびく","to be prolonged; to drag on","state / thought / contextual verb","general dialogue / flexible setting"
"N2","追い越す","おいこす","to pass (e.g. car); to outdistance; to outstrip","state / thought / contextual verb","general dialogue / flexible setting"
"N2","追い掛ける","おいかける","to chase or run after someone; to run down; to pursue","visible movement","street / park / outdoors"
"N2","通り掛かる","とおりかかる","to happen to pass by","state / thought / contextual verb","general dialogue / flexible setting"
"N2","潰す","つぶす","to smash; to waste","state / thought / contextual verb","general dialogue / flexible setting"
"N2","潰れる","つぶれる","to be smashed; to go bankrupt","state / thought / contextual verb","general dialogue / flexible setting"
"N2","吊す","つるす","to hang","state / thought / contextual verb","general dialogue / flexible setting"
"N2","吊る","つる","to hang","state / thought / contextual verb","general dialogue / flexible setting"
"N2","釣り合う","つりあう","to balance; to be in harmony; to suit","state / thought / contextual verb","general dialogue / flexible setting"
"N2","剃る","そる","to shave","state / thought / contextual verb","general dialogue / flexible setting"
"N2","締め切る","しめきる","to shut up","state / thought / contextual verb","general dialogue / flexible setting"
"N2","纏まる","まとまる","to be collected; to be settled; to be in order","social / dialogue action","shop / market"
"N2","纏める","まとめる","to put in order; to collect; to bring to a conclusion","visible movement","shop / market"
"N2","転がす","ころがす","to roll","state / thought / contextual verb","general dialogue / flexible setting"
"N2","転がる","ころがる","to roll; to tumble","state / thought / contextual verb","general dialogue / flexible setting"
"N2","点く","つく","to catch fire; (electricity) comes on","visible movement","general dialogue / flexible setting"
"N2","点ける","つける","to turn on; to switch on; to light up","visible movement","general dialogue / flexible setting"
"N2","伝わる","つたわる","to be handed down; to be introduced; to be transmitted","social / dialogue action","social encounter"
"N2","努める","つとめる","(1) to serve; to fill a post; to serve under; to work (for)","object / interface action","restaurant / kitchen"
"N2","凍える","こごえる","to freeze; to be chilled; to be frozen","state / thought / contextual verb","general dialogue / flexible setting"
"N2","討つ","うつ","to attack; to avenge","state / thought / contextual verb","general dialogue / flexible setting"
"N2","逃がす","にがす","to let loose; to set free; to let escape","visible movement","clinic / emergency"
"N2","透き通る","すきとおる","to be(come) transparent","state / thought / contextual verb","general dialogue / flexible setting"
"N2","憧れる","あこがれる","to long for; to yearn after; to admire","state / thought / contextual verb","general dialogue / flexible setting"
"N2","突き当たる","つきあたる","to run into; to collide with","visible movement","street / park / outdoors"
"N2","突く","つく","(1) to thrust; to strike; (2) to poke","state / thought / contextual verb","general dialogue / flexible setting"
"N2","突っ込む","つっこむ","to plunge into; to go into deeply","state / thought / contextual verb","general dialogue / flexible setting"
"N2","馴れる","なれる","to become domesticated; to become tame","state / thought / contextual verb","general dialogue / flexible setting"
"N2","匂う","におう","to be fragrant; to smell; to stink","state / thought / contextual verb","general dialogue / flexible setting"
"N2","濡らす","ぬらす","to wet; to soak; to dip","state / thought / contextual verb","general dialogue / flexible setting"
"N2","熱する","ねっする","to heat","visible movement","restaurant / kitchen"
"N2","捻る","ひねる","to turn (a switch) on or off; to twist; to puzzle over","visible movement","general dialogue / flexible setting"
"N2","燃やす","もやす","to burn","state / thought / contextual verb","general dialogue / flexible setting"
"N2","納める","おさめる","to obtain; to reap; to pay; to supply; to accept","object / interface action","shop / market"
"N2","覗く","のぞく","to peep in; to look in; to peek in; to stick out","visible movement","general dialogue / flexible setting"
"N2","破れる","やぶれる","to get torn; to wear out","visible movement","general dialogue / flexible setting"
"N2","拝む","おがむ","to worship; to beg; to make a supplication","state / thought / contextual verb","general dialogue / flexible setting"
"N2","背負う","せおう","to be burdened with; to carry on back or shoulder","visible movement","general dialogue / flexible setting"
"N2","配る","くばる","to distribute; to deliver","object / interface action","general dialogue / flexible setting"
"N2","売り切れる","うりきれる","to be sold out","state / thought / contextual verb","general dialogue / flexible setting"
"N2","這う","はう","to creep; to crawl","state / thought / contextual verb","general dialogue / flexible setting"
"N2","剥く","むく","to peel; to skin; to pare; to hull","state / thought / contextual verb","general dialogue / flexible setting"
"N2","剥す","はがす","(v5s) to tear off; to peel off; to rip off","state / thought / contextual verb","general dialogue / flexible setting"
"N2","泊める","とめる","to give shelter to; to lodge","social / dialogue action","general dialogue / flexible setting"
"N2","薄める","うすめる","to dilute; to water down","state / thought / contextual verb","general dialogue / flexible setting"
"N2","迫る","せまる","to draw near; to press","object / interface action","general dialogue / flexible setting"
"N2","縛る","しばる","to tie; to bind","state / thought / contextual verb","general dialogue / flexible setting"
"N2","発つ","たつ","to depart (on a plane; train; etc.)","state / thought / contextual verb","station / street / travel"
"N2","反る","かえる","to warp; to be warped; to curve","state / thought / contextual verb","general dialogue / flexible setting"
"N2","被せる","かぶせる","to cover (with something)","state / thought / contextual verb","general dialogue / flexible setting"
"N2","飛び込む","とびこむ","to jump in; to leap in; to plunge into; to dive","visible movement","street / park / outdoors"
"N2","付合う","つきあう","to associate with; to keep company with; to get on with","state / thought / contextual verb","general dialogue / flexible setting"
"N2","敷く","しく","to spread out; to lay out","visible movement","school / library"
"N2","浮かべる","うかべる","to float; to express; to look (sad; glad)","visible movement","general dialogue / flexible setting"
"N2","浮く","うく","to float; to become merry; to become loose","state / thought / contextual verb","general dialogue / flexible setting"
"N2","浮ぶ","うかぶ","to float; to rise to surface; to come to mind","state / thought / contextual verb","general dialogue / flexible setting"
"N2","撫でる","なでる","to brush gently; to stroke","state / thought / contextual verb","general dialogue / flexible setting"
"N2","払い込む","はらいこむ","to deposit; to pay in","visible movement","shop / market"
"N2","払い戻す","はらいもどす","to repay; to pay back","object / interface action","shop / market"
"N2","物語る","ものがたる","to tell; to indicate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","物凄い","ものすごい","earth-shattering; staggering; to a very great extent","visible movement","restaurant / kitchen"
"N2","分かれる","わかれる","to branch off; to diverge from; to fork; to split; to dispense; to scatter; to divide into","state / thought / contextual verb","general dialogue / flexible setting"
"N2","分る","わかる","to be understood","state / thought / contextual verb","general dialogue / flexible setting"
"N2","焚く","たく","to burn; to kindle; to build a fire","visible movement","general dialogue / flexible setting"
"N2","片寄る","かたよる","to be one-sided; to incline; to be partial","state / thought / contextual verb","general dialogue / flexible setting"
"N2","片付く","かたづく","to put in order; to dispose of; to solve","visible movement","shop / market"
"N2","編む","あむ","to knit","state / thought / contextual verb","general dialogue / flexible setting"
"N2","捕える","とらえる","to seize; to grasp; to capture; to arrest","visible movement","general dialogue / flexible setting"
"N2","捕る","とる","to take; to catch (fish); to capture","visible movement","general dialogue / flexible setting"
"N2","補う","おぎなう","to compensate for","state / thought / contextual verb","general dialogue / flexible setting"
"N2","倣う","ならう","to imitate; to follow; to emulate","visible movement","street / park / outdoors"
"N2","崩す","くずす","to destroy; to pull down; to make change (money)","visible movement","general dialogue / flexible setting"
"N2","崩れる","くずれる","to collapse; to crumble","state / thought / contextual verb","general dialogue / flexible setting"
"N2","放る","ほうる","to let go","state / thought / contextual verb","general dialogue / flexible setting"
"N2","放れる","はなれる","to leave; to get free; to cut oneself off","visible movement","restaurant / kitchen"
"N2","縫う","ぬう","to sew","state / thought / contextual verb","general dialogue / flexible setting"
"N2","飽くまで","あくまで","to the end; to the last; stubbornly","state / thought / contextual verb","general dialogue / flexible setting"
"N2","亡くす","なくす","to lose someone; wife; child; etc","state / thought / contextual verb","general dialogue / flexible setting"
"N2","妨げる","さまたげる","to disturb; to prevent","state / thought / contextual verb","general dialogue / flexible setting"
"N2","暴れる","あばれる","to act violently; to rage; to struggle; to be riotous","state / thought / contextual verb","general dialogue / flexible setting"
"N2","膨らます","ふくらます","to swell; to expand; to inflate; to bulge","state / thought / contextual verb","general dialogue / flexible setting"
"N2","膨らむ","ふくらむ","to expand; to swell (out); to get big; to become inflated","state / thought / contextual verb","general dialogue / flexible setting"
"N2","埋める","うめる","to bury; to fill up; to fill (a seat; a vacant position)","visible movement","restaurant / kitchen"
"N2","味わう","あじわう","to taste; to savor; to relish","state / thought / contextual verb","restaurant / kitchen"
"N2","務める","つとめる","(1) to serve; to fill a post; to serve under; to work (for)","object / interface action","restaurant / kitchen"
"N2","命ずる","めいずる","to command; to appoint","visible movement","general dialogue / flexible setting"
"N2","鳴らす","ならす","to ring; to sound; to chime; to beat; to snort (nose)","visible movement","restaurant / kitchen"
"N2","茂る","しげる","to grow thick; to luxuriate; to be luxurious","state / thought / contextual verb","general dialogue / flexible setting"
"N2","儲かる","もうかる","to be profitable; to yield a profit","state / thought / contextual verb","general dialogue / flexible setting"
"N2","儲ける","もうける","to get; to earn; to gain; to have (bear; beget) a child","state / thought / contextual verb","general dialogue / flexible setting"
"N2","目指す","めざす","to aim at; to have an eye on","state / thought / contextual verb","general dialogue / flexible setting"
"N2","目立つ","めだつ","to be conspicuous; to stand out","visible movement","general dialogue / flexible setting"
"N2","訳す","やくす","to translate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","湧く","わく","to boil; to grow hot; to get excited; to gush forth","state / thought / contextual verb","general dialogue / flexible setting"
"N2","余る","あまる","to remain; to be left over; to be in excess; to be too many","state / thought / contextual verb","general dialogue / flexible setting"
"N2","預かる","あずかる","to keep in custody; to receive on deposit; to take charge of","visible movement","general dialogue / flexible setting"
"N2","揚げる","あげる","to lift; to fry","visible movement","general dialogue / flexible setting"
"N2","溶かす","とかす","to melt; to dissolve","state / thought / contextual verb","general dialogue / flexible setting"
"N2","溶く","とく","to dissolve (paint)","state / thought / contextual verb","general dialogue / flexible setting"
"N2","溶ける","とける","to melt; to thaw; to fuse; to dissolve","object / interface action","general dialogue / flexible setting"
"N2","溶け込む","とけこむ","to melt into","state / thought / contextual verb","general dialogue / flexible setting"
"N2","落着く","おちつく","to calm down; to settle down","state / thought / contextual verb","general dialogue / flexible setting"
"N2","裏返す","うらがえす","to turn inside out; to turn (something) over","visible movement","general dialogue / flexible setting"
"N2","立ち止まる","たちどまる","to stop; to halt; to stand still","visible movement","general dialogue / flexible setting"
"N2","略す","りゃくす","to abbreviate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","流行る","はやる","to flourish; to thrive; to be popular; to come into fashion","state / thought / contextual verb","general dialogue / flexible setting"
"N2","溜まる","たまる","to collect; to gather; to save","object / interface action","general dialogue / flexible setting"
"N2","溜める","ためる","to amass; to accumulate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","留まる","とどまる","(1) to be fixed; (2) to abide; to stay (in the one place)","visible movement","general dialogue / flexible setting"
"N2","涼む","すずむ","to cool oneself; to cool off; to enjoy evening cool","state / thought / contextual verb","general dialogue / flexible setting"
"N2","量る","はかる","to measure; to weigh; to survey","object / interface action","general dialogue / flexible setting"
"N2","例える","たとえる","to compare; to liken; to speak figuratively; to illustrate; to use a simile","social / dialogue action","social encounter"
"N2","冷ます","さます","to cool; to dampen; to let cool","state / thought / contextual verb","general dialogue / flexible setting"
"N2","冷める","さめる","to become cool; to wear off; to abate; to subside","visible movement","general dialogue / flexible setting"
"N2","冷やす","ひやす","to cool; to refrigerate","state / thought / contextual verb","general dialogue / flexible setting"
"N2","裂く","さく","to tear; to split","state / thought / contextual verb","general dialogue / flexible setting"
"N2","論ずる","ろんずる","to argue; to discuss; to debate","social / dialogue action","general dialogue / flexible setting"
"N2","話し掛ける","はなしかける","to accost a person; to talk (to someone)","social / dialogue action","social encounter"
"N2","詫びる","わびる","to apologize","social / dialogue action","social encounter"
"N2","嗅ぐ","かぐ","to sniff; to smell","state / thought / contextual verb","general dialogue / flexible setting"
"N2","囁く","ささやく","to whisper; to murmur","state / thought / contextual verb","general dialogue / flexible setting"
"N2","捩る","ねじる","to twist","state / thought / contextual verb","general dialogue / flexible setting"
"N2","揉む","もむ","to rub; to crumple (up); to wrinkle","state / thought / contextual verb","general dialogue / flexible setting"
"N2","睨む","にらむ","to glare at; to scowl at; to keep an eye on","state / thought / contextual verb","general dialogue / flexible setting"
